r (Å),g_CH
1.8589580704965325, 0.11677782675351667
1.8570686070686073, 0.08593372246784248
1.8528173143557765, 0.06292492019180651
1.849983119213889, 0.03700451022034601
1.8674606559221947, 0.2292179613329115
1.86557119249427, 0.19842120026179733
1.8613198997814386, 0.17530587575300172
1.8613198997814386, 0.15187098454592785
1.8759632413478573, 0.3414213798395076
1.8740737779199321, 0.31048258912471427
1.8698224852071008, 0.2876868313141969
1.8698224852071008, 0.26425194010712305
1.8844658267735195, 0.45386151441890266
1.8825763633455947, 0.4229700669186689
1.8783250706327634, 0.40006778687539213
1.8783250706327634, 0.37663289566831826
1.892968412199182, 0.5681953775806872
1.891078948771257, 0.5363097225746989
1.8868276560584256, 0.5124487424365873
1.8868276560584256, 0.48901385122951346
1.8927794658563895, 0.6822451814551136
1.8953302414840882, 0.6503950338600448
1.8953302414840882, 0.626960142652971
1.8953302414840882, 0.6035252514458971
1.896747339055032, 0.7954428074674642
1.8953302414840882, 0.7649064340764287
1.8953302414840882, 0.7414715428693548
1.8953302414840882, 0.7180366516622809
1.899581534196919, 0.9033853366636835
1.899581534196919, 0.8799504454566096
1.899581534196919, 0.8565155542495357
1.899581534196919, 0.8330806630424618
1.9548483394637244, 1.7321283075320235
1.9548483394637244, 1.7086934163249496
1.9548483394637244, 1.6852585251178758
1.9548483394637244, 1.661823633910802
1.9548483394637244, 1.638388742703728
1.9548483394637244, 1.6149538514966542
1.9548483394637244, 1.5915189602895803
1.9548483394637244, 1.5680840690825064
1.9548483394637244, 1.5446491778754325
1.9548483394637244, 1.5212142866683585
1.9548483394637244, 1.4977793954612846
1.9548483394637244, 1.4743445042542107
1.9548483394637244, 1.4509096130471368
1.9522975638360256, 1.4242790548572803
1.9590996321765557, 1.404039830632989
1.9612252785329711, 1.3763440501155382
1.9548483394637244, 1.3571700482188414
1.9548483394637244, 1.3337351570117675
1.9548483394637244, 1.3103002658046936
1.9548483394637244, 1.2868653745976197
1.9548483394637244, 1.2634304833905459
1.9548483394637244, 1.239995592183472
1.9548483394637244, 1.2170933121401952
1.9505970467508935, 1.1931258097693243
1.9505970467508935, 1.1696909185622504
1.9505970467508935, 1.1462560273551765
1.9505970467508935, 1.112701524035957
2.2184284876592573, 1.7321283075320235
2.2184284876592573, 1.7086934163249496
2.2226797803720886, 1.6844063472558004
2.2226797803720886, 1.6609714560487265
2.2226797803720886, 1.6375365648416527
2.2226797803720886, 1.6141016736345788
2.2226797803720886, 1.5906667824275047
2.2226797803720886, 1.5672318912204308
2.2226797803720886, 1.543797000013357
2.2226797803720886, 1.520362108806283
2.2226797803720886, 1.4969272175992092
2.2226797803720886, 1.4734923263921353
2.2226797803720886, 1.4500574351850615
2.22693107308492, 1.4264094995124688
2.22693107308492, 1.4029746083053949
2.22693107308492, 1.379539717098321
2.22693107308492, 1.3561048258912471
2.22693107308492, 1.3326699346841733
2.22693107308492, 1.3092350434770994
2.22693107308492, 1.2858001522700255
2.22693107308492, 1.2623652610629517
2.22693107308492, 1.2389303698558778
2.22693107308492, 1.215495478648804
2.22693107308492, 1.19206058744173
2.22693107308492, 1.1686256962346562
2.22693107308492, 1.1451908050275823
2.22693107308492, 1.1217559138205084
2.2311823657977508, 1.0946992666996138
2.2311823657977508, 1.07126437549254
2.2311823657977508, 1.047829484285466
2.2311823657977508, 1.0243945930783922
2.2311823657977508, 1.0009597018713183
2.2311823657977508, 0.9775248106642445
2.2311823657977508, 0.9540899194571706
2.2311823657977508, 0.9306550282500967
2.2311823657977508, 0.9072201370430228
2.2311823657977508, 0.883785245835949
2.2283481706558637, 0.857935850686328
2.235433658510582, 0.8357437188614475
2.235433658510582, 0.8123088276543735
2.235433658510582, 0.7888739364472996
2.235433658510582, 0.7654390452402258
2.235433658510582, 0.7420041540331519
2.235433658510582, 0.718569262826078
2.235433658510582, 0.6951343716190042
2.235433658510582, 0.6716994804119303
2.235433658510582, 0.6482645892048564
2.235433658510582, 0.6248296979977825
2.235433658510582, 0.6013948067907087
2.235433658510582, 0.5779599155836348
2.235433658510582, 0.5545250243765609
2.235433658510582, 0.531090133169487
2.235433658510582, 0.5076552419624132
2.2396849512234134, 0.4828355617294666
2.2396849512234134, 0.45940067052239275
2.2396849512234134, 0.4359657793153189
2.2396849512234134, 0.412530888108245
2.2396849512234134, 0.38909599690117114
2.2396849512234134, 0.367365461418248
2.2294818487126187, 0.34243925895254224
2.2439362439362442, 0.2065967816260832
2.2457582265274576, 0.15346881803731915
2.2439362439362442, 0.12204475937328829
2.2439362439362442, 0.09860986816621442
2.2439362439362442, 0.07517497695914055
2.2439362439362442, 0.05174008575206668
2.2439362439362442, 0.028305194544992807
2.2413854683085455, 0.01030293720864961
2.2481875366490756, 0.29123757240617776
2.3555326776480627, 0.015788832195759994
2.3771434156049547, 0.04304077007671325
2.3941485864562795, 0.06842856888437687
2.4111537573076043, 0.09292868241904495
2.4303857957704116, 0.12227302130063
2.452249586864972, 0.14792966193382884
2.499013806706115, 0.17264281993401598
2.5457780265472576, 0.19607771114108985
2.5882909536755694, 0.21951260234816372
2.6356625010471166, 0.2452301128286538
2.6648142225065308, 0.27401647811007046
2.6903219787835178, 0.3043753144465071
2.7158297350605047, 0.33437907667374556
2.744981456519919, 0.36651328355617263
2.7668452476144787, 0.3974047310564064
2.795996969073893, 0.4299700993571456
2.817860760168453, 0.4551397812120157
2.900760968068661, 0.5768946932560404
2.928394370702063, 0.5987317509717229
2.957546092161478, 0.6264275314891738
2.979409883256037, 0.6500754671617668
3.0085616047154518, 0.6742103616126882
3.035284016053247, 0.6996235228567229
3.065852835083605, 0.7237178374094502
3.111199957353804, 0.7510585438177033
3.1515872381257, 0.7746265878157264
3.1749693480462713, 0.7992065930249641
3.2004771043232583, 0.8213632174389248
3.225984860600246, 0.8453307198097959
3.251492616877233, 0.8703634445082612
3.27700037315422, 0.8959287803705236
3.302508129431207, 0.921494116232786
3.3316598508906208, 0.9481246744226427
3.3549407395561244, 0.9715595656297166
3.3960365691134924, 0.9979770793540543
3.4385494962418046, 1.0224771928887226
3.481062423370116, 1.0463381730268342
3.527826643211259, 1.0704477050413845
3.600098619329389, 1.091832850254451
3.6936270590116753, 1.1020977199567232
3.7871554986939606, 1.1013230128093818
3.880683938376247, 1.098417861006852
3.974212378058532, 1.0993862449410288
4.067740817740818, 1.1003546288752053
4.161269257423104, 1.105002871759253
4.25479769710539, 1.119044438804814
4.348326136787676, 1.1379279255212575
4.441854576469961, 1.1451908050275823
4.535383016152247, 1.1479022800432768
4.628911455834533, 1.148386472010365
4.722439895516819, 1.1480959568301121
4.815968335199106, 1.1383152790949282
4.8712351404659096, 1.1302776924412625
5.037035556266327, 1.0867004154033153
5.122061410522949, 1.0638788340212197
5.19433338664108, 1.0400001001776482
5.2666053627592095, 1.0161805453522765
5.3431286315901705, 0.993574160399998
5.428154485846795, 0.9707848584823753
5.521682925529079, 0.9539349780277023
5.6152113652113655, 0.942895401178089
5.708739804893652, 0.9306937636074638
5.802268244575938, 0.9238182376748098
5.895796684258224, 0.9271107430510103
5.9893251239405085, 0.9328242082626523
6.082853563622795, 0.9342767841639172
6.176382003305081, 0.933502077016576
6.269910442987367, 0.9344704609507525
6.363438882669653, 0.9430890779649244
6.456967322351938, 0.9495772503239076
6.550495762034224, 0.9471562904884662
6.65536098228406, 0.9406681181294828
6.699291006983316, 0.9401355069656857
7.067027826643212, 0.9726247879573109
7.14567674183059, 0.9757236165466759
7.239205181512874, 0.9813402433649002
7.33273362119516, 0.9928640121816019
7.426262060877447, 1.0025478515233681
7.519790500559733, 1.0035162354575446
7.613318940242019, 1.0025478515233681
7.706847379924303, 1.00535616493248
7.8003758196065895, 1.0101012462099455
7.893904259288876, 1.0140716203400695
7.987432698971162, 1.0193008935846235
8.080961138653448, 1.025401712369936
8.174489578335733, 1.0290815713198072
8.268018018018019, 1.0315025311552484
8.361546457700305, 1.0295657632868953
8.455074897382591, 1.0280163489922127
8.548603337064877, 1.0285973793527186
8.642131776747162, 1.033632975810437
8.728372286064594, 1.0360816037582836
8.795178314409085, 1.036538127612967
9.417081705543245, 1.008690172477288
9.49664161202623, 1.009374958259313
9.590170051708515, 1.008842347095516
9.72196012580628, 1.0055498417193154
9.81265437034668, 0.999728778292765
9.909017005170853, 0.9928640121816019
9.964283810437658, 0.9928640121816019
