r (Å),g_CH3N
2.7115479841543673, 0.4105360187824494
2.717917385470577, 0.37450928306016484
2.7217390262603027, 0.3372140003054054
2.7191912657338193, 0.30296323042858564
2.7255606670500288, 0.26642907589331166
2.7293823078397548, 0.2294382444263463
2.726834547313271, 0.19513673266822762
2.733203948629481, 0.15910999694594308
2.7370255894192064, 0.12227139112287455
2.749445921985816, 0.08889591869846258
2.7370255894192064, 0.056683885123834266
2.8221935841616697, 0.11039779089891066
2.8516748131109835, 0.14807363776341242
2.866961376269887, 0.1895551257253385
2.8860695802185163, 0.2527287679425836
2.906451664430388, 0.2879943754453831
2.921738227589292, 0.3263044958261223
2.939572551274679, 0.36740541967830564
2.949763593380615, 0.4041932836200752
2.96632403680276, 0.4551888743255623
2.993621471015088, 0.5409788979217871
3.0070882052265033, 0.5762082612236585
2.989253881541116, 0.4787838491295937
3.021737828253786, 0.6182605953501983
3.0351135710178263, 0.6653689955061737
3.0520986411943856, 0.7206534833214564
3.064158041019743, 0.7634458032169398
3.0752407993099484, 0.8266194454341851
3.0903150490916445, 0.8772767569310123
3.1061960897067276, 0.9360696833961113
3.1214826528656316, 0.9987866486816652
3.1298902626030283, 1.0560234907869286
3.1508546920780964, 1.1153045058245226
3.138297872340426, 1.08616416827853
3.1574060762890555, 1.1592324773490787
3.1650493578685066, 1.194853278020971
3.1726926394479587, 1.2304740786928636
3.1803359210274107, 1.2657904280769623
3.1879792026068627, 1.3014112287488546
3.195622484186314, 1.3370320294207472
3.203265765765766, 1.3723483788048458
3.210909047345218, 1.4076647281889445
3.218552328924669, 1.442676626285249
3.226195610504121, 1.4767751705181718
3.2371145841890523, 1.518050066534809
3.2440299341895087, 1.5583173737656522
3.2516732157689607, 1.5956126565204114
3.2678090324366926, 1.643817443754454
3.274603060507316, 1.6899925557365367
3.290738877175048, 1.7381973429705795
3.297532905245671, 1.784372454952662
3.313668721913403, 1.8320698233737147
3.317914989457543, 1.8795642242695716
3.3332015526164462, 1.9268302866995828
3.3484881157753503, 1.9844857493255625
3.3714179605137056, 2.0370670238216433
3.394347805252061, 2.0804513323322817
3.417277649990416, 2.1258653160948793
3.460197615782722, 2.1739920388961544
3.5357485144719187, 2.1688690604957754
3.566321640789726, 2.1317006324442636
3.5854298447383557, 2.097246895042248
3.608359689476711, 2.060154579812685
3.631289534215066, 2.019814784179986
3.6542193789534214, 1.9756693474498626
3.6618626605328735, 1.9410633844039502
3.678423103955019, 1.9081826453222033
3.693709667113922, 1.8716484907869289
3.707722350009584, 1.837549946554006
3.721735032905246, 1.8023858228138043
3.7382954763273912, 1.7616110967699714
3.7548559197495366, 1.722467359767892
3.7701424829084407, 1.6859332052326175
3.7841551658041026, 1.6536613687264583
3.7981678486997636, 1.6194613407309377
3.8134544118586677, 1.5829271861956633
3.828740975017571, 1.546393031660389
3.844027538176475, 1.5101125865316096
3.864409622388346, 1.475608107248295
3.8835178263369756, 1.4375009543927517
3.906447671075331, 1.396958191234857
3.929377515813686, 1.3530664639112289
3.9523073605520413, 1.3109507024330653
3.9752372052903966, 1.2708646162068615
3.9981670500287527, 1.2338230428585972
4.021096894767108, 1.1972888883233228
4.044026739505464, 1.1653215031049577
4.070232276349298, 1.116174366646791
4.097529710561625, 1.0820323293727547
4.170686834250665, 0.9696028180945593
4.212178934253403, 0.9288643362516544
4.261860264519839, 0.8905542158709152
4.311541594786275, 0.8563034459940955
4.380331129001341, 0.8279341214496587
4.464407226375311, 0.8128499440089585
4.548483323749281, 0.8001183447012112
4.621094498754074, 0.767061162259493
4.67077582902051, 0.7323917718619564
4.708992236917769, 0.6982932276290339
4.751030285604754, 0.6627231688384403
4.796889975081465, 0.6292335271811051
4.861857868506805, 0.6009795250941665
4.945933965880775, 0.6063766161050594
5.01472350009584, 0.6440574053605967
5.083513034310908, 0.6780610556856359
5.167589131684876, 0.6925916853303471
5.251665229058846, 0.6750165428076962
5.3357413264328155, 0.6665749389188635
5.41599578301706, 0.6908341710780819
5.477142035652674, 0.7238671358037259
5.52682336591911, 0.7571393122554937
5.587969618554725, 0.7900007210967455
5.664402434349244, 0.812711557059961
5.748478531723213, 0.8163096177338898
5.828732988307458, 0.8333173737656521
5.886057600153345, 0.8712215590959991
5.92809564884033, 0.9037471050086532
6.130642610695803, 1.0298406800366486
6.176502300172514, 1.0252739107197393
6.344654494920453, 0.9785913799246664
6.48605520414031, 1.0779820399190674
6.5510230975656505, 1.1177932742882353
6.627455913360169, 1.1431795912653977
6.711532010734139, 1.1323854092436119
6.795608108108109, 1.1156405884149445
6.879684205482079, 1.1163325231599308
6.963760302856048, 1.1323854092436119
7.047836400230018, 1.1541121602361804
7.131912497603986, 1.1755621373307543
7.215988594977956, 1.1633840858189963
7.300064692351926, 1.1482999083782959
7.384140789725896, 1.1341844395805762
7.4682168870998655, 1.1196538099358648
7.552292984473835, 1.1069222106281176
7.636369081847805, 1.0946057721673623
7.720445179221775, 1.0894854550544641
7.804521276595745, 1.0864409421765246
7.888597373969715, 1.0779993382876922
7.972673471343684, 1.0616696783060167
8.056749568717654, 1.04035808816044
8.140825666091624, 1.0246650081441513
8.201971918727239, 1.0194893362516544
8.30133457926011, 1.013603278020971
8.37776739505463, 1.0021356128473988
9.111522426682, 0.9123501603379822
9.19559852405597, 0.9065379084800977
9.275852980640215, 0.919324862567444
9.62362229250527, 0.9364294894635041
9.70769838987924, 0.9246665987987377
9.79177448725321, 0.9307556245546169
9.87585058462718, 0.9494378626692457
