r (Å),g_CH3N
2.447275733179988, 0.061408810953883286
2.455922677997146, 0.28478072296311385
2.45422417097949, 0.2379628804845768
2.45422417097949, 0.20751775170518139
2.4504025301897645, 0.1728103048966707
2.4504025301897645, 0.139320663239336
2.4491286499265223, 0.11090520971190054
2.463565959576598, 0.5050004878007397
2.461867452558942, 0.45838561284739887
2.461867452558942, 0.42794048406800345
2.458045811769216, 0.3935374885472869
2.458045811769216, 0.36004784688995217
2.456771931505974, 0.3321398121755066
2.47120924115605, 0.7255585318470257
2.4695107341383937, 0.6788083452102209
2.4695107341383937, 0.6483632164308255
2.4656890933486677, 0.613503543978418
2.4656890933486677, 0.5800139023210833
2.4644152130854255, 0.5513447393871527
2.4788525227355014, 0.9461165758933117
2.4771540157178458, 0.899231077573043
2.4771540157178458, 0.8687859487936476
2.4733323749281197, 0.8342307276290339
2.4733323749281197, 0.800741085971699
2.4720584946648776, 0.7725793418507583
2.4864958043149534, 1.1663363407309375
2.4847972972972974, 1.1196538099358648
2.4809756565075713, 1.0884475529369846
2.4809756565075713, 1.0549579112796499
2.4809756565075713, 1.021468269622315
2.479701776244329, 0.9927991066883846
2.494139085894405, 1.3868943847772235
2.492440578876749, 1.3400765422986867
2.492440578876749, 1.3096314135192915
2.4886189380870234, 1.2749239667107808
2.4886189380870234, 1.241434325053446
2.4873450578237812, 1.2130188715260104
2.501782367473857, 1.611173500118769
2.500083860456201, 1.5641526901150362
2.500083860456201, 1.5321853048966712
2.496262219666475, 1.4956511503613967
2.496262219666475, 1.462161508704062
2.494988339403233, 1.4342534739896162
2.5094256490533087, 1.8236128431572163
2.5077271420356526, 1.7772685915708033
2.503905501245927, 1.7453012063524382
2.503905501245927, 1.7118115646951035
2.503905501245927, 1.6783219230377686
2.496262219666475, 1.6539658200142524
2.5170689306327607, 2.0543192634633005
2.5153704236151047, 2.006824862567444
2.5153704236151047, 1.9751619286368727
2.5115487828253786, 1.9401500305405683
2.5115487828253786, 1.9066603888832332
2.5115487828253786, 1.8731707472258985
2.545433997827615, 2.2579971749974552
2.5393921657219534, 2.2113291418827536
2.539574148616702, 2.1781294538328413
2.539574148616702, 2.1446398121755066
2.5321856430898984, 2.1121650081441516
2.5459435499329115, 2.087808905120635
2.550112612612613, 2.472386236383997
2.549000862564692, 2.438841239947063
2.5497651907226375, 2.407482757304286
2.5551154878282536, 2.370491925837321
2.5535868315123635, 2.339361781660389
2.5535868315123635, 2.3058721400030544
2.5994465209890745, 2.0352910579761785
2.5956248801993484, 2.2613461391631886
2.5956248801993484, 2.227856497505854
2.5956248801993484, 2.1943668558485188
2.5994465209890745, 2.157832701313245
2.5994465209890745, 2.1243430596559096
2.5994465209890745, 2.090853417998575
2.6032681617788, 1.986578851929146
2.607089802568526, 1.9495880204621807
2.604542042042042, 1.915286508704062
2.610911443358252, 1.8792597729817775
2.6147330841479777, 1.8424211671587092
2.6121853236214942, 1.8079674297566934
2.6185547249377037, 1.7719406940344091
2.6223763657274297, 1.7346454112796499
2.619828605200946, 1.7003946414028301
2.6261980065171557, 1.6638604868675557
2.6300196473068813, 1.6268696554005906
2.6274718867803974, 1.5925681436424717
2.6338412880966073, 1.5565414079201874
2.6376629288863334, 1.519702802097119
2.6351151683598495, 1.4852490646951033
2.641484569676059, 1.449222328972819
2.645306210465785, 1.4125359487936475
2.642758449939301, 1.37818369515423
2.649127851255511, 1.3419032500254504
2.652949492045237, 1.3047601929145882
2.650401731518753, 1.2703571973938717
2.6567711328349626, 1.234584171078082
2.6605927736246886, 1.197593339611117
2.6580450130982047, 1.163038118446503
2.6644144144144146, 1.1272650921307137
2.66823605520414, 1.0904264863076452
2.6656882946776568, 1.0559727489056296
2.672057695993866, 1.019946013183345
2.6758793367835922, 0.9826507304285859
2.6733315762571084, 0.9483999605517661
2.6797009775733183, 0.9118658060164919
2.683522618363044, 0.8748749745495266
2.68097485783656, 0.8403197533849129
2.68734425915277, 0.8045467270691233
2.691165899942496, 0.767708121246055
2.688618139416012, 0.7332543838440395
2.6949875407322215, 0.697227648121755
2.6988091815219475, 0.6599323653669957
2.6962614209954636, 0.625681595490176
2.7026308223116735, 0.5891474409549016
2.7064524631013995, 0.5521566094879367
2.7039047025749157, 0.517855097729818
2.710274103891125, 0.48182836200753343
2.714095744680851, 0.4449897561844649
