r (Å),g_CH3C
1.323018497220625, 2.4732442354677797
1.323018497220625, 2.439754593810445
1.323018497220625, 2.4062649521531103
1.323018497220625, 2.3727753104957756
1.323018497220625, 2.3392856688384405
1.323018497220625, 2.3057960271811058
1.323018497220625, 2.272306385523771
1.323018497220625, 2.238816743866436
1.323018497220625, 2.205327102209101
1.320470736694141, 2.168488496386033
1.3268401380103505, 2.1380433676066377
1.3268401380103505, 2.1045537259493026
1.3268401380103505, 2.071064084291968
1.3268401380103505, 2.037574442634633
1.3268401380103505, 2.0040848009772985
1.3268401380103505, 1.9705951593199635
1.3268401380103505, 1.9371055176626286
1.3268401380103505, 1.903615876005294
1.3268401380103505, 1.870126234347959
1.3268401380103505, 1.836636592690624
1.3268401380103505, 1.8031469510332894
1.3268401380103505, 1.7696573093759544
1.3268401380103505, 1.7361676677186195
1.3268401380103505, 1.7026780260612848
1.3306617788000765, 1.6682750305405682
1.3306617788000765, 1.6347853888832333
1.3306617788000765, 1.6012957472258984
1.3306617788000765, 1.5678061055685637
1.3306617788000765, 1.5343164639112288
1.3306617788000765, 1.5008268222538939
1.3306617788000765, 1.4673371805965592
1.3306617788000765, 1.4338475389392242
1.3306617788000765, 1.4003578972818895
1.3281140182735927, 1.3639759683905122
1.3344834195898025, 1.332769711391632
1.3344834195898025, 1.299280069734297
1.3344834195898025, 1.2657904280769623
1.3344834195898025, 1.2323007864196274
1.3344834195898025, 1.1988111447622927
1.3344834195898025, 1.1653215031049577
1.3344834195898025, 1.1318318614476228
1.3344834195898025, 1.0983422197902881
1.3344834195898025, 1.0648525781329532
1.3344834195898025, 1.0313629364756185
1.3344834195898025, 0.9978732948182836
1.3344834195898025, 0.9643836531609489
1.3344834195898025, 0.930894011503614
1.3344834195898025, 0.897404369846279
1.3383050603795286, 0.8639147281889443
1.3383050603795286, 0.8304250865316094
1.3383050603795286, 0.7969354448742747
1.3383050603795286, 0.7634458032169398
1.3383050603795286, 0.7299561615596049
1.3383050603795286, 0.6964665199022702
1.3383050603795286, 0.6629768782449352
1.3383050603795286, 0.6294872365876003
1.3383050603795286, 0.5959975949302656
1.3357572998530447, 0.5597171498014863
1.3421267011692541, 0.5282571833961112
1.3421267011692541, 0.494767541738776
1.3421267011692541, 0.4612779000814413
1.3421267011692541, 0.4277882584241066
1.3421267011692541, 0.3942986167667719
1.3421267011692541, 0.36080897510943677
1.3421267011692541, 0.32731933345210207
1.3421267011692541, 0.29382969179476737
1.3421267011692541, 0.2603400501374322
1.3421267011692541, 0.22685040848009752
1.3421267011692541, 0.19336076682276282
1.3421267011692541, 0.15987112516542812
1.3421267011692541, 0.12638148350809297
1.3421267011692541, 0.09289184185075827
1.3459483419589802, 0.050268661559604855
1.5102788959171938, 2.4744620406189557
1.5102788959171938, 2.440972398961621
1.5102788959171938, 2.407482757304286
1.5102788959171938, 2.373993115646951
1.5102788959171938, 2.3405034739896164
1.5102788959171938, 2.3070138323322817
1.5102788959171938, 2.2735241906749466
1.5102788959171938, 2.240034549017612
1.5141005367069198, 2.205327102209101
1.5141005367069198, 2.1718374605517665
1.5141005367069198, 2.138347818894432
1.5141005367069198, 2.1048581772370967
1.5141005367069198, 2.071368535579762
1.511552776180436, 2.034529929756694
1.5179221774966454, 2.0040848009772985
1.5179221774966454, 1.9705951593199635
1.5179221774966454, 1.9371055176626286
1.5179221774966454, 1.903615876005294
1.5179221774966454, 1.870126234347959
1.5179221774966454, 1.836636592690624
1.5179221774966454, 1.8031469510332894
1.5179221774966454, 1.7696573093759544
1.5217438182863714, 1.7316008984017104
1.5217438182863714, 1.6981112567443755
1.5217438182863714, 1.6646216150870408
1.5217438182863714, 1.6311319734297058
1.5217438182863714, 1.5976423317723711
1.5217438182863714, 1.5641526901150362
1.5217438182863714, 1.5309674997454954
1.5255654590760974, 1.4956511503613967
1.5255654590760974, 1.462161508704062
1.5255654590760974, 1.428671867046727
1.5255654590760974, 1.3951822253893922
1.5255654590760974, 1.3616925837320575
1.5255654590760974, 1.3282029420747226
1.5255654590760974, 1.2947133004173879
1.5255654590760974, 1.261223658760053
1.5293870998658234, 1.2268206632393361
1.5293870998658234, 1.1933310215820014
1.5293870998658234, 1.1598413799246665
1.5293870998658234, 1.1263517382673318
1.5293870998658234, 1.092862096609997
1.5268393393393396, 1.0567338771251147
1.533208740655549, 1.0237516542807696
1.533208740655549, 0.9902620126234347
1.533208740655549, 0.9567723709661
1.533208740655549, 0.9232827293087651
1.533208740655549, 0.8897930876514302
1.533208740655549, 0.8563034459940955
1.533208740655549, 0.8228138043367605
1.533208740655549, 0.7893241626794258
1.533208740655549, 0.7558345210220909
1.537030381445275, 0.7244760383793138
1.537030381445275, 0.6909863967219791
1.537030381445275, 0.6574967550646442
1.537030381445275, 0.6240071134073095
1.537030381445275, 0.5905174717499744
1.5344826209187912, 0.5554040898910717
1.5431450067088366, 0.5168402601038378
1.540852022235001, 0.47954497734907875
1.540852022235001, 0.4460553356917436
1.540852022235001, 0.4125656940344089
1.540852022235001, 0.3790760523770742
1.540852022235001, 0.34558641071973906
1.540852022235001, 0.31209676906240436
1.540852022235001, 0.27860712740506965
1.5446736630247266, 0.24526971139163178
1.5446736630247266, 0.21178006973429664
1.5446736630247266, 0.17829042807696194
1.5446736630247266, 0.14480078641962724
1.5446736630247266, 0.11131114476229209
1.5421259024982432, 0.07563960220910104
1.5484953038144527, 0.04760471279140788
2.982884480224906, 0.01703272930876487
3.0733299789150856, 0.04286495978825222
3.145941153919878, 0.06073417457752184
3.204357663134259, 0.10039439144282358
3.2414821736630253, 0.13450018451593193
3.2644120184013805, 0.17737707421358007
3.2873418631397358, 0.22177622035019828
3.31354739998357, 0.26762513452393044
3.3344754328796884, 0.30778370915199016
3.3510358763018337, 0.3443178636872646
3.3656854993291163, 0.38440394991346816
3.3809720624880204, 0.43197446363127323
3.395439702620554, 0.48117596639083215
3.413880635955104, 0.5283417531982764
3.426012828938361, 0.5755558656069573
3.43893361446553, 0.6218759543927517
3.4542201776244332, 0.6675436475618446
3.4695067407833373, 0.7132113407309375
